PRODUCT,VALUE,DATE_TIME,CELL_ON_SITE,DW_A_NUMBER,DW_B_NUMBER,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
sms,25,2012-05-08 00:00:06.0,2,0195902b5a4734c,346887a23280daf,19e2e,19e2e,5482031762,6e9b544976
sms,0,2012-05-08 00:00:06.0,4,444da5f3bc97ddd,37d7c256812d5dc,19e2e,19e2e,b4f8f69157,8e6413d5b8
sms,0,2012-05-08 00:00:06.0,4,5ec5defa07e1cc3,8ab474b285e19dc,19e2e,19e2e,f7700361e6,12537168de
sms,0,2012-05-08 00:00:06.0,1,5c58499f5d2ae73,789c9afea3283a4,19e2e,19e2e,7403a6662b,98c81a2a92
sms,0,2012-05-08 00:00:06.0,2,fbdaa34ea0211ef,ad4f3fb89f553f6,19e2e,19e2e,287bb1c957,dea1e52d3b
sms,0,2012-05-08 00:00:06.0,2,93e42975ee51c26,80766b102599788,19e2e,19e2e,9d09fa15ee,cdf82e4fe3
sms,0,2012-05-08 00:00:06.0,4,67bed10e608627a,89cea1753d710c2,19e2e,19e2e,d9ffb88db9,257f6d2f42
sms,0,2012-05-08 00:00:06.0,0,dcdf2b86c4cd3b9,14e725e255b6e24,19e2e,19e2e,bfb3f52b36,651c6d67d4
sms,25,2012-05-08 00:00:06.0,0,45d0b2200ad18c0,7e5d45615541d8d,19e2e,19e2e,68791ae38d,4d67cb1e72
sms,25,2012-05-08 00:00:06.0,2,84c6d463bc19f4f,d87ebba520b0b51,19e2e,19e2e,3e2287dc73,969b8d0e39
sms,0,2012-05-08 00:00:06.0,2,3c93ff82cf7571e,93343ba6e41af95,19e2e,19e2e,ce1f019373,c14c2a780d
sms,25,2012-05-08 00:00:06.0,1,71e2d380b5a23ba,570d4c00c8d25e0,19e2e,19e2e,fb2d5cd3ff,07531b72e2
sms,0,2012-05-08 00:00:06.0,2,f81bb99db8c0373,7af76c2046e02f3,19e2e,OTHER,f0703eac99,b5a2e42048
sms,100,2012-05-08 00:00:06.0,2,8b29849c675b611,fa3c9b4e18c1255,19e2e,19e2e,7934060640,a7bd4c027b
sms,25,2012-05-08 00:00:06.0,2,085c57c3a889eb3,54955db5386b36e,19e2e,19e2e,c497f58c1d,585a3bc66c
sms,0,2012-05-08 00:00:06.0,1,63e3991866e1bab,fa28c126e88994c,19e2e,19e2e,63ba02a4ce,36f665a51e
sms,0,2012-05-08 00:00:06.0,2,2fa520335181b12,e7e2b46d8859e7c,19e2e,19e2e,c916b4fdd1,dac8dcaeb9
sms,50,2012-05-08 00:00:06.0,2,7c1e51fd17e1f40,a76c3848bf57a14,19e2e,19e2e,a4973d4320,5e26728fd3
sms,25,2012-05-08 00:00:06.0,0,47d6fd70fa76266,65ea1bdaa88ad08,19e2e,19e2e,14f72fc8bd,ebfc58af70
sms,0,2012-05-08 00:00:06.0,0,638ee058f341952,24a7461c5614552,19e2e,19e2e,a784b2f173,9c6e07f63b
data,0,2012-05-08 00:00:06.0,_,f8d163019deee5e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-08 00:00:06.0,2,a4e3600c52a01a0,b4f9dea65cab11e,19e2e,19e2e,CCN33/H+Pj,CCN33/H+Pj
Voice,0,2012-05-08 00:00:07.0,3,7dd2d4a64d1ef99,be2f29b3ac356f2,19e2e,19e2e,PlaGIYKaL0,PlaGIYKaL0
Voice,44,2012-05-08 00:00:07.0,1,ccbb52defbb1530,44572566e935553,19e2e,19e2e,d0b9055142,7f76d66503
data,0,2012-05-08 00:00:07.0,_,6fa419ae7333f10,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:07.0,_,fa6a93376252239,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:07.0,_,74c02cf17172639,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:07.0,_,280f5ae26fd82d0,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:07.0,_,36096882359599a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:07.0,_,93f48c5ad5220ff,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:07.0,_,a1284303e2b90e3,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:07.0,_,4977d97f9515722,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:07.0,_,7f77d7caa48be15,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:07.0,_,eabb7fedde5c16c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,1,2012-05-08 00:00:07.0,_,e047ea007a2094c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:07.0,_,5cc1bebb8ca7599,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,0,2012-05-08 00:00:07.0,1,f71faaf5d20c25e,8a77d98c88ddca1,19e2e,19e2e,0f34d26c03,4ff1173a77
data,0,2012-05-08 00:00:07.0,_,2a9749c46bf669a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,61,2012-05-08 00:00:07.0,1,f8bd8d9f116b0c6,52c7c8961bd9882,19e2e,19e2e,5fb791cf56,65efe2bc62
Voice,21,2012-05-08 00:00:07.0,2,5219aea7428dfb2,b05090496779ff7,19e2e,19e2e,871ed175f0,fe31a370fe
Voice,0,2012-05-08 00:00:07.0,0,6242dad778d3007,1a49f8b0ded9de6,19e2e,19e2e,ce18251d3a,2386872948
Voice,3380,2012-05-08 00:00:07.0,2,34352a19321fbfd,e46580d0870a5ff,19e2e,OTHER,5a7f6cf0fa,2e828e607c
Voice,446,2012-05-08 00:00:07.0,1,dfd808f503838e4,9a51f397ff722c3,19e2e,19e2e,bebf38d432,31060da49e
Voice,28,2012-05-08 00:00:07.0,1,71202b9a2c18eb5,ee0aa2bd5264c26,19e2e,19e2e,ef264f7459,01c428bbac
Voice,127,2012-05-08 00:00:07.0,1,1be14838563c46d,569c906e2864f66,19e2e,19e2e,7b724c1162,d0cd72cac5
Voice,36,2012-05-08 00:00:07.0,1,87cfa2380ac4a88,6cf6f6fe6c7d256,19e2e,19e2e,89b82605a0,5324bc6c24
Voice,23,2012-05-08 00:00:07.0,4,2c6f9333c311bdb,b11dee9ec4b67b4,19e2e,19e2e,61aea78c0e,9c62a77c47
Voice,25,2012-05-08 00:00:07.0,0,c20651986cacff5,1c0b79db6333f2b,19e2e,19e2e,54a4c16599,a64fc672f1
Voice,36,2012-05-08 00:00:07.0,4,b233beceed96840,822f7c12de65e7a,19e2e,19e2e,b601eb170b,d100db0842
Voice,42,2012-05-08 00:00:07.0,2,f35043de508a66c,974b916d9950295,19e2e,19e2e,8c2c6590fb,9e940e38af
Voice,20,2012-05-08 00:00:07.0,2,95398bbc8ff615f,435fb245260205f,19e2e,19e2e,cabf831a31,080108452a
Voice,27,2012-05-08 00:00:07.0,1,38e0d50c14056f3,b53d5496b4eab2e,19e2e,19e2e,d76adbf67c,f0787a83bd
sms,50,2012-05-08 00:00:07.0,0,ee44b2c51a10214,766ecf0396280bc,19e2e,19e2e,9aa3337b53,bbb43b8364
Voice,4,2012-05-08 00:00:07.0,4,656cbc2a3c7bc71,413a0d9d2a3941d,19e2e,19e2e,6068a479a5,bd13e1597d
sms,0,2012-05-08 00:00:07.0,0,8d59490b02d0610,93343ba6e41af95,19e2e,19e2e,5da0a0ecca,70a989da87
Voice,142,2012-05-08 00:00:07.0,2,2fa5bea4b2ff3d3,ef9b72e634a7025,19e2e,19e2e,e44ace77b5,541c234a2f
sms,0,2012-05-08 00:00:07.0,0,c45ba59b2cedc94,68a91fc89574107,19e2e,19e2e,72892aad87,4f81d93bc5
Voice,74,2012-05-08 00:00:07.0,0,0ea60b1784591d4,74cdd482cd4edb3,19e2e,19e2e,413b2b0774,814d6c8277
sms,0,2012-05-08 00:00:07.0,1,b3a157ac00199e8,e0f52bf0cc61cb0,19e2e,19e2e,7244cddabb,f6ae0e2972
sms,0,2012-05-08 00:00:07.0,0,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,04b6fa5555,a2f0769f63
sms,0,2012-05-08 00:00:07.0,2,c00ef61b85ad4f1,aaaf0e4bdec7311,19e2e,19e2e,4c8309ed11,251112666e
sms,0,2012-05-08 00:00:07.0,4,444da5f3bc97ddd,37d7c256812d5dc,19e2e,19e2e,b4f8f69157,8e6413d5b8
sms,0,2012-05-08 00:00:07.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,03ee801971,7f76d66503
sms,0,2012-05-08 00:00:07.0,4,a3329d4790ba4da,93343ba6e41af95,19e2e,19e2e,278f971e13,2443d87035
sms,0,2012-05-08 00:00:07.0,1,6d10227297efcb9,7af76c2046e02f3,19e2e,OTHER,f54e480df9,928a59b635
sms,25,2012-05-08 00:00:07.0,4,d4931c3307caefe,068d7dbe83797fd,19e2e,19e2e,e6d1a0e5b1,a7bd4c027b
sms,0,2012-05-08 00:00:07.0,1,78f2d4a83a27b31,0cb93b1a047446e,19e2e,19e2e,a9cf96eff4,faa92c87d9
sms,0,2012-05-08 00:00:07.0,1,ddf75527fb7b9d1,39e240db1e67513,19e2e,19e2e,e1b453beae,a9248f6060
sms,50,2012-05-08 00:00:07.0,1,322d0b9948b733a,f4a4269a59de615,19e2e,19e2e,e5e1285933,e9639876a8
data,0,2012-05-08 00:00:07.0,_,39d07e55780dbdb,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-08 00:00:07.0,0,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,04b6fa5555,a2f0769f63
sms,25,2012-05-08 00:00:07.0,4,d4931c3307caefe,068d7dbe83797fd,19e2e,19e2e,e6d1a0e5b1,a7bd4c027b
Voice,14,2012-05-08 00:00:08.0,1,536455663cc41f2,683e204fab8dd4e,19e2e,OTHER,1bbd2d834d,2802d8247a
Voice,107,2012-05-08 00:00:08.0,0,55ede4116be1d9c,9222718034a8bd5,19e2e,19e2e,7092e26920,c996f2949a
data,0,2012-05-08 00:00:08.0,_,22de26502d74db9,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:08.0,_,0d1d8a4555b06a3,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:08.0,_,8f7623a10408ede,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:08.0,_,47c22379e8cc4ef,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:08.0,_,1a15990689ea312,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:08.0,_,01792e160de3e5d,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:08.0,_,34f0fc44b2745d2,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,0,2012-05-08 00:00:08.0,2,d9618583e710703,562ac6fd7d8fe91,19e2e,19e2e,4466aa2d1b,24ccdda3d5
data,0,2012-05-08 00:00:08.0,_,f6c2a201e05e439,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,47,2012-05-08 00:00:08.0,2,2bc729d3d191c8a,b1aed80b67fb370,19e2e,19e2e,fc91429329,a38efdcc21
Voice,14,2012-05-08 00:00:08.0,0,68ebacd6f4ce14e,88b61b03212ad35,19e2e,19e2e,cf0d211307,7ee1a1444f
Voice,248,2012-05-08 00:00:08.0,2,836209a2ebe2ea8,75d1f3cb63867a6,19e2e,OTHER,64138404ce,b7aa3c28bb
Voice,9,2012-05-08 00:00:08.0,5,1d2c30e25a45372,a5a94dadc1acb12,19e2e,19e2e,bdeb02f8ac,6cdf1d4b52
Voice,28,2012-05-08 00:00:08.0,4,db53e97fe165dd1,8b4e5a4c545f8c7,19e2e,19e2e,87ec07b361,f222e7c57c
Voice,0,2012-05-08 00:00:08.0,4,95f66c2149dfd63,489e4f16d79c6c6,19e2e,19e2e,6fddc7c18f,f191951c20
Voice,100,2012-05-08 00:00:08.0,2,b9452d6fa5b3b34,fb8a87101b36475,19e2e,19e2e,4261f660ef,69bdfc69fd
sms,0,2012-05-08 00:00:08.0,0,1c437267df5d167,503c3cdebe29736,19e2e,19e2e,687f868757,487765ff90
Voice,0,2012-05-08 00:00:08.0,2,c8f9595dcfe6b87,d60b1d9ed92f68a,19e2e,19e2e,25b28c826b,7ed219f2f7
sms,0,2012-05-08 00:00:08.0,2,264e74eaa513292,d164ed0a0cf2360,19e2e,19e2e,6f4d9b77a5,ebfc58af70
sms,0,2012-05-08 00:00:08.0,1,3601d46d2a6fd58,036db5ea31d1003,19e2e,19e2e,f54e480df9,928a59b635
Voice,3,2012-05-08 00:00:08.0,0,302934376de5137,dc0e84dd765f0df,19e2e,19e2e,b9614919c3,d72a3acaba
Voice,0,2012-05-08 00:00:08.0,1,ecce1a7ab8074db,2d899c1af0931a5,19e2e,19e2e,d04adb67fe,5d885a2b8d
sms,0,2012-05-08 00:00:08.0,0,e620d7a454eaa5f,f39428974b59969,19e2e,19e2e,216c513ea6,d982ba5017
Voice,59,2012-05-08 00:00:08.0,0,e199be6acf0d524,dab767ab8c3f121,19e2e,19e2e,f68cb03a95,90cdea1177
Voice,6,2012-05-08 00:00:08.0,4,6d1ad3e2e6a924f,1181bb83e09a720,19e2e,19e2e,49e3a48343,f56286a418
sms,0,2012-05-08 00:00:08.0,1,c47bb0ac81ecb3a,0e2de737b5f6ead,19e2e,19e2e,3c5b7b0f2a,5639bea67f
sms,0,2012-05-08 00:00:08.0,0,d0419078ce4d88e,e09e736e46c5c3d,19e2e,19e2e,8ab909c82e,5255819549
sms,0,2012-05-08 00:00:08.0,3,b091c153b5b7c40,b091c153b5b7c40,19e2e,19e2e,546efd93e3,394dcdeac6
sms,0,2012-05-08 00:00:08.0,1,0339d0464a2c839,aaaf0e4bdec7311,19e2e,19e2e,88425d57f4,ebfc58af70
sms,0,2012-05-08 00:00:08.0,0,aaff379e0a6e299,3fdf29748ee773c,19e2e,19e2e,687f868757,487765ff90
sms,0,2012-05-08 00:00:08.0,2,fab21dce0fcfdb1,2144e7700a58eee,19e2e,19e2e,98f5843f67,97254f2537
sms,50,2012-05-08 00:00:08.0,2,3382fd68d63a15d,2f8e78534c66184,19e2e,19e2e,a174821136,c9d8e4cdf1
sms,0,2012-05-08 00:00:08.0,2,51eb72c87739e3d,5594ef14935a5a3,19e2e,19e2e,03ba8f1467,fe91ac057a
sms,0,2012-05-08 00:00:08.0,1,cc4dba1b6ede45a,179fec2bb23be32,19e2e,19e2e,3e199934c5,4849c3cf05
sms,0,2012-05-08 00:00:08.0,5,7ade907388e19ab,e09e736e46c5c3d,19e2e,19e2e,4ddca7b291,a7bd4c027b
sms,0,2012-05-08 00:00:08.0,2,2fa520335181b12,e7e2b46d8859e7c,19e2e,19e2e,c916b4fdd1,dac8dcaeb9
Voice,30,2012-05-08 00:00:09.0,1,f449c8fe45138ed,d97b6529c858bf0,19e2e,19e2e,ab68996d93,47657c9634
Voice,3,2012-05-08 00:00:09.0,0,aa6115483f9855c,c23056e87c243db,19e2e,19e2e,006b8ebb98,2371f0c1df
Voice,110,2012-05-08 00:00:09.0,1,03122e7c64807b1,c67c829999a660d,19e2e,19e2e,f94a8ed5d0,4d3501719c
data,0,2012-05-08 00:00:09.0,_,eb67424cbafa2f8,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:09.0,_,23a6dd805db108f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:09.0,_,d703e00bf11fe50,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:09.0,_,fbdb415f937984c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:09.0,_,e864db101659b44,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,4,2012-05-08 00:00:09.0,4,38899a43e43ed72,b7dccb9a4563582,19e2e,19e2e,83fa9cf550,f018a8651b
Voice,41,2012-05-08 00:00:09.0,2,d25efc5c0c2410c,11b14f4b2fd30dd,19e2e,19e2e,bbcc177399,487765ff90
Voice,91,2012-05-08 00:00:09.0,2,caafba482a3e77e,340a970150a0b8a,19e2e,19e2e,64138404ce,b7aa3c28bb
Voice,48,2012-05-08 00:00:09.0,1,bf114d362eb3f25,3f10145106de6dd,19e2e,19e2e,3c5b7b0f2a,5639bea67f
Voice,92,2012-05-08 00:00:09.0,2,c200f14bd236641,5bb81484df702ac,19e2e,19e2e,729b6b4b22,9411ac7df8
Voice,0,2012-05-08 00:00:09.0,5,7ddbc489eecbcec,1225a7fc344fe05,19e2e,19e2e,1809bc46f1,9c62a77c47
Voice,140,2012-05-08 00:00:09.0,3,108a23dbf7a4ce3,7f54b4c1f1f1f39,19e2e,19e2e,75129a301e,257f6d2f42
Voice,44,2012-05-08 00:00:09.0,0,46e1aa4629f33af,5b9590ede9870c0,19e2e,19e2e,36c877454a,e516cb8121
sms,50,2012-05-08 00:00:09.0,1,cb5e9599aeb28bd,17678300c478406,19e2e,19e2e,e432412481,7ed219f2f7
sms,0,2012-05-08 00:00:09.0,2,4f158e9741458b1,aaaf0e4bdec7311,19e2e,19e2e,6cd1b62500,3f037c4bcc
sms,0,2012-05-08 00:00:09.0,4,14e5d0e127200d9,0c3172d8b047d0e,19e2e,19e2e,2d5e6a3639,bc6bc54edb
sms,0,2012-05-08 00:00:09.0,4,d39c72d07d163c1,3ef137f893c556a,19e2e,19e2e,3fd6b1e377,394dcdeac6
Voice,0,2012-05-08 00:00:09.0,4,33d8e16827742ac,19e68e80103885e,19e2e,19e2e,b41bff81ba,56f4902f89
sms,0,2012-05-08 00:00:09.0,1,138dd9c114bcaf8,aaaf0e4bdec7311,19e2e,19e2e,1fae208227,c57de6fa4a
Voice,22,2012-05-08 00:00:09.0,2,8cd3bb7136d42fb,a6236b067945da7,19e2e,19e2e,a4973d4320,5e26728fd3
Voice,22,2012-05-08 00:00:09.0,5,d525f460452d95b,e0becb3f5ee7ad3,19e2e,19e2e,49b114a5a0,6cad985585
sms,0,2012-05-08 00:00:09.0,2,217727517d528d9,5a16bf50b6dccb3,19e2e,19e2e,79d9de4b75,9bd6022e07
sms,0,2012-05-08 00:00:09.0,0,baacad244291e39,aaaf0e4bdec7311,19e2e,19e2e,16e65def09,f9b7a55579
sms,0,2012-05-08 00:00:09.0,3,44999190ff0cf98,b150bf527211748,19e2e,19e2e,32e4d6af0b,9a20d59705
sms,0,2012-05-08 00:00:09.0,1,ef3e557791db7ab,d4493accc06a9d5,19e2e,19e2e,8cee3d86a3,d06f40f9d5
Voice,1,2012-05-08 00:00:09.0,1,01e10c70c28f929,8e8d59b4c878416,19e2e,19e2e,d3877ceeca,8cdff2a0a2
Voice,0,2012-05-08 00:00:09.0,0,101106dc73e0067,26a149257a61913,19e2e,19e2e,74fe8b33ec,6049499424
Voice,78,2012-05-08 00:00:09.0,2,4eee3a84a1dec67,6bc0308e82d0cd6,19e2e,19e2e,08beca90e6,1b5540c02d
sms,0,2012-05-08 00:00:09.0,1,c31fa5ec6f40310,aaaf0e4bdec7311,19e2e,19e2e,c789c9c1b9,b31b14d48a
sms,25,2012-05-08 00:00:09.0,0,46f144bda45d17c,17aa3903298bb3b,19e2e,19e2e,0a27eecceb,700e13a5cf
sms,25,2012-05-08 00:00:09.0,2,0195902b5a4734c,346887a23280daf,19e2e,19e2e,5482031762,6e9b544976
sms,0,2012-05-08 00:00:09.0,0,c731afd285c9261,091398beb34e12b,19e2e,19e2e,613afb4ef6,40bb97c420
sms,25,2012-05-08 00:00:09.0,2,8a3418882fb2fc3,763de8b486b3ae0,19e2e,19e2e,46b9480a4b,a314c5ec32
sms,25,2012-05-08 00:00:09.0,1,aed59daa5ee6a46,4e1551f87cb6152,19e2e,19e2e,7b724c1162,d0cd72cac5
sms,25,2012-05-08 00:00:09.0,2,ee83a744bea5723,b0c01047a19d903,19e2e,19e2e,b1adfda1f4,8ae14499cc
sms,25,2012-05-08 00:00:09.0,2,085c57c3a889eb3,54955db5386b36e,19e2e,19e2e,c497f58c1d,585a3bc66c
sms,25,2012-05-08 00:00:09.0,0,d232a8ca140e83b,f6dc6553c9e26cc,19e2e,19e2e,03ee801971,7f76d66503
sms,0,2012-05-08 00:00:09.0,0,d6912c1fcd2bdc5,fb3070b8ac2480f,19e2e,19e2e,e5be78733d,2e828e607c
sms,0,2012-05-08 00:00:09.0,2,a2ec4d196e53779,2b62820a993e1f0,19e2e,19e2e,e790a38ceb,8c83e52ebf
sms,0,2012-05-08 00:00:09.0,1,0e80ff8bbb8a305,9a73be24b32e7f7,19e2e,19e2e,7475af0010,bd13e1597d
sms,100,2012-05-08 00:00:09.0,0,3d5a5a9272e2033,1b64eae6ac55d97,19e2e,19e2e,46007ed334,f15bd5483f
sms,100,2012-05-08 00:00:09.0,2,8bcf235a9060df3,1ef15817500c389,19e2e,OTHER,76d1b59cbf,3235f29a90
data,0,2012-05-08 00:00:09.0,_,fb9bb7ba33b904c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,92,2012-05-08 00:00:09.0,2,c200f14bd236641,5bb81484df702ac,19e2e,19e2e,729b6b4b22,9411ac7df8
Voice,140,2012-05-08 00:00:09.0,3,108a23dbf7a4ce3,7f54b4c1f1f1f39,19e2e,19e2e,75129a301e,257f6d2f42
sms,25,2012-05-08 00:00:09.0,0,46f144bda45d17c,17aa3903298bb3b,19e2e,19e2e,0a27eecceb,700e13a5cf
sms,0,2012-05-08 00:00:09.0,1,cb9575e26716ad0,a4b141e0d9ce02e,19e2e,19e2e,EvNjrNGGs4,EvNjrNGGs4
sms,0,2012-05-08 00:00:09.0,1,4a68c1b0caeb2af,4c4681ee05b9152,19e2e,19e2e,HTigrrdKrX,HTigrrdKrX
Voice,103,2012-05-08 00:00:10.0,2,5b5380ba2729188,5e74523dcf6a5b7,19e2e,19e2e,B5ehoKDHeD,B5ehoKDHeD
data,0,2012-05-08 00:00:10.0,_,fdb2ae5a85e54ba,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,60,2012-05-08 00:00:10.0,5,17f915a1e20e344,2ea40ab7dbcb3b3,19e2e,19e2e,8a323c1f3d,f7f56b7293
Voice,0,2012-05-08 00:00:10.0,4,f7ca72b9db07b85,573e21f5ce3bcb7,19e2e,19e2e,035e80ce42,c1ec9c885f
Voice,66,2012-05-08 00:00:10.0,0,ce6467f542744ff,116e2de5dccf671,19e2e,19e2e,54f06fd956,3834146596
data,0,2012-05-08 00:00:10.0,_,2bc001131217d40,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:10.0,_,28fbc79f9f1d609,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:10.0,_,dd4ffa7f317f51c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:10.0,_,3bbb78708dd2948,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:10.0,_,d00e272523007a6,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:10.0,_,bdf2c27428f5c6b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:10.0,_,459263960477705,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:10.0,_,b647d2c28f7b9fd,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:10.0,_,e2cfd16deb4b1ed,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:10.0,_,8f8dacc1ed59e8c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,13,2012-05-08 00:00:10.0,0,feb4b6065001ec2,ed26b1e059dd1c1,19e2e,19e2e,8630058aca,b47a998a3e
Voice,23,2012-05-08 00:00:10.0,5,a36a8fb20d18e20,5587d85cf168eb8,19e2e,19e2e,49b114a5a0,6cad985585
Voice,0,2012-05-08 00:00:10.0,3,31c8905c27ff576,55ad144fa74fddc,19e2e,19e2e,2aa04dcab7,f7d63a29e5
Voice,34,2012-05-08 00:00:10.0,0,93706c44f5d578e,4d4fdc858771580,19e2e,19e2e,6f9e406603,08607e850b
Voice,88,2012-05-08 00:00:10.0,4,bb293eb5f469c40,8615c90eb7173bc,19e2e,19e2e,71966bb79a,6cad985585
sms,25,2012-05-08 00:00:10.0,2,3b187c6898a075d,9b238614f7da2d2,19e2e,19e2e,5d9e63befc,cdabae1039
sms,0,2012-05-08 00:00:10.0,1,4160ff8229aaac1,8461fdb471c9655,19e2e,19e2e,f8f987f764,651c6d67d4
Voice,0,2012-05-08 00:00:10.0,5,1105d21653a1f41,cb210b9c96849c3,19e2e,19e2e,4d0476192f,54f07edad2
Voice,0,2012-05-08 00:00:10.0,3,6af8e1ed9ca2fdf,19e68e80103885e,19e2e,19e2e,a8cbf6ae52,40d0a8c0df
sms,0,2012-05-08 00:00:10.0,0,42cf6eb00c49d6c,69898cf21247ff8,19e2e,19e2e,593ccf9394,952ba02486
Voice,9,2012-05-08 00:00:10.0,0,62ca46906d48a2b,ba61fa1d8a03a8b,19e2e,19e2e,e19067447c,73e790ba16
Voice,0,2012-05-08 00:00:10.0,5,b283fa927832f32,c5d70e913f5db2f,19e2e,19e2e,df7c4e5e42,9bb4b27356
sms,0,2012-05-08 00:00:10.0,2,0ab0403939cf2bf,3c0418e7e6510c5,19e2e,19e2e,51e451fa92,13d76ddd5e
sms,0,2012-05-08 00:00:10.0,0,1794d644c3d32c6,e09e736e46c5c3d,19e2e,19e2e,54163aa028,12dea05f9d
sms,0,2012-05-08 00:00:10.0,1,c86b101d2df8244,1fae51e7ee5e3ad,19e2e,19e2e,6495b3599b,ead9f3d03f
Voice,30,2012-05-08 00:00:10.0,2,37c07a8a1de6e77,cf937e4093929e5,19e2e,19e2e,5afc60affb,31060da49e
sms,0,2012-05-08 00:00:10.0,2,3f5e11c16310889,e09e736e46c5c3d,19e2e,19e2e,059087166b,c06620882a
sms,0,2012-05-08 00:00:10.0,0,fc66cfa3d838087,e09e736e46c5c3d,19e2e,19e2e,dec5b1f3c4,7c96b03d1a
sms,25,2012-05-08 00:00:10.0,0,0bc65afab81b5c0,eedf4277508b877,19e2e,19e2e,60ff7f96ca,ed88cb7fd3
sms,0,2012-05-08 00:00:10.0,1,3460a40959c6e5a,2390f1d19043d20,19e2e,19e2e,f053be2418,2dc799193c
sms,0,2012-05-08 00:00:10.0,4,5ec5defa07e1cc3,8ab474b285e19dc,19e2e,19e2e,f7700361e6,12537168de
sms,0,2012-05-08 00:00:10.0,0,c3df9277a114865,ff4f20e4e81a8a0,19e2e,19e2e,937b65d951,feb5ccbbd7
sms,0,2012-05-08 00:00:10.0,1,d94abf47c8fd2ce,8d860be7673f06a,19e2e,19e2e,e1ca03b0b4,2fabeb5bb9
sms,0,2012-05-08 00:00:10.0,0,7151b35184be3c0,e2a7d48c667f171,19e2e,19e2e,534bf6a254,02ba205929
sms,0,2012-05-08 00:00:10.0,1,a37b1d7a02b6018,93343ba6e41af95,19e2e,19e2e,322d929b07,814d6c8277
sms,0,2012-05-08 00:00:10.0,1,d2b451322705a5c,655e0d7f307c3d4,19e2e,19e2e,f3423e60c9,c1ec9c885f
