PRODUCT,VALUE,DATE_TIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELLID,SIET_ID
sms,0,2012-05-09 00:00:03.0,1,3515f282a4ce7ec,aaaf0e4bdec7311,19e2e,19e2e,0d6388e073,6cdf1d4b52
sms,0,2012-05-09 00:00:03.0,3,29d074f23498b7d,5d02cbb90eae002,19e2e,19e2e,a1c00961ba,84fa910497
sms,25,2012-05-09 00:00:03.0,0,10da10b3ea6ec90,c4e69cb18d3f0fb,19e2e,19e2e,19c95a8eca,ba8ce6e4ef
sms,0,2012-05-09 00:00:03.0,0,2d43bbe0e93c0d2,e0cb4e2f700eb1b,19e2e,19e2e,b5e9d7f5d5,1329112141
sms,25,2012-05-09 00:00:03.0,0,5fde166355f850e,9e4751c1b3ec96e,19e2e,19e2e,cd828df0e4,c07a544c63
sms,0,2012-05-09 00:00:03.0,0,076325cc4963724,f1f0c4379fb8793,19e2e,19e2e,65de46d6fd,11e254d6b7
sms,25,2012-05-09 00:00:03.0,5,67ef85205e7bcbd,82b72ae65d2e79f,19e2e,19e2e,bcb053d83d,84da272d13
sms,25,2012-05-09 00:00:03.0,0,19f44dbcdb5056b,8aee4354e506dbf,19e2e,19e2e,7009fc85da,63c810f02d
sms,0,2012-05-09 00:00:03.0,0,b9608bd3e8d9d86,93343ba6e41af95,19e2e,19e2e,2cf03bfed7,ead9f3d03f
sms,0,2012-05-09 00:00:03.0,1,a5d4b5a02235acc,94f1e51d69bf4cc,19e2e,19e2e,d0b9055142,7f76d66503
sms,0,2012-05-09 00:00:03.0,1,dc8bdf352c22add,93343ba6e41af95,19e2e,19e2e,faff946e0a,f27ed073f0
sms,0,2012-05-09 00:00:03.0,2,5b6f26b5d0758fe,25335408e8954e5,19e2e,19e2e,55b8970644,ed05b53185
sms,25,2012-05-09 00:00:03.0,0,2ca18958fcab6e9,44c4658032393b6,19e2e,19e2e,0a27eecceb,700e13a5cf
sms,0,2012-05-09 00:00:03.0,2,d54b8a0447a7510,93343ba6e41af95,19e2e,19e2e,f9639af5ac,70e2654621
sms,25,2012-05-09 00:00:03.0,2,a8f4bbd85c33f2d,c057f86f55ee1d7,19e2e,19e2e,be3c23ac6e,6049499424
Voice,148,2012-05-09 00:00:03.0,0,9100ee6c8d0cb77,fafe8ccfd735223,19e2e,19e2e,46007ed334,f15bd5483f
Voice,18,2012-05-09 00:00:03.0,1,cd2a36ace58e5b6,6e14436ab81e12c,19e2e,19e2e,e432412481,7ed219f2f7
Voice,176,2012-05-09 00:00:03.0,2,f99477efadce4c7,c9e1a57b886b8e9,19e2e,19e2e,f2e32659be,cc566b4b38
Voice,120,2012-05-09 00:00:03.0,0,c1494e431d4119b,48bb8df298c9bc3,19e2e,19e2e,faba0ebe0f,85a1fff77f
Voice,0,2012-05-09 00:00:03.0,1,1eac2efa671c1ff,1fc0bba9a55f6a3,19e2e,19e2e,3832f86ce3,51dcba5778
Voice,8,2012-05-09 00:00:03.0,0,275748ae57d3c8f,0d966543436f9ac,19e2e,19e2e,6bbbed100d,56306cc7ca
Voice,45,2012-05-09 00:00:03.0,2,d33339e96ae88b2,78c59edbd95cdd6,19e2e,19e2e,55b8970644,ed05b53185
Voice,17,2012-05-09 00:00:03.0,0,edbc9709bcafd78,f1172b58639859d,19e2e,19e2e,4f64e93674,43ee48e4d6
Voice,441,2012-05-09 00:00:03.0,1,a47612781210fa3,0892c8f9f9d609f,19e2e,19e2e,a474356a3c,3ab5bfd20e
Voice,480,2012-05-09 00:00:03.0,2,b261a732b722e6f,8f480009d52f524,19e2e,19e2e,7ad3fe32b6,547385b9d5
Voice,122,2012-05-09 00:00:03.0,1,ea298905245026e,5c7a2afe8628e58,19e2e,19e2e,5bcb7ce6d0,8fd6f8d1c5
Voice,39,2012-05-09 00:00:03.0,5,f0fa2cf9c736446,71d871efe905fd7,19e2e,19e2e,e232a4d62f,b07f9bb851
Voice,0,2012-05-09 00:00:03.0,2,b283fa927832f32,c5d70e913f5db2f,19e2e,19e2e,367312dffd,bc58a52936
Voice,101,2012-05-09 00:00:03.0,0,c5e67411ece31c5,99341dc37e5cc16,19e2e,19e2e,4bae453dd8,285cd89113
data,0,2012-05-09 00:00:03.0,_,2ee144852a3a229,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:03.0,_,a969cf60cb529a3,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:03.0,_,fdde2aa2add2687,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:03.0,_,09e7d5d40c4899c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:03.0,_,3490ab3ba1c354f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:03.0,_,a47675c156e1826,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:03.0,_,7e03aa3024bdb2d,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-09 00:00:04.0,3,55bf76158c90649,aaaf0e4bdec7311,19e2e,19e2e,3ad83fded7,ec36e9bdac
sms,0,2012-05-09 00:00:04.0,5,5a199d0cb317e51,70b23a06420a595,19e2e,19e2e,e21c9c8e36,d1809b909f
sms,25,2012-05-09 00:00:04.0,0,c0a813fe848ebce,b55acea521222bb,19e2e,19e2e,9cfc878d60,5324bc6c24
sms,0,2012-05-09 00:00:04.0,0,244556117d35e88,7c25a246d96fae1,19e2e,19e2e,2ed1c6a4c6,7fa72a1ee3
sms,25,2012-05-09 00:00:04.0,2,77e0eb57a0d0c0f,7a07354f3db8059,19e2e,19e2e,2f50f519d6,d96dcd5475
sms,25,2012-05-09 00:00:04.0,1,011c45e2618f337,2d052b56df88d96,19e2e,19e2e,117024cabb,24ccdda3d5
sms,25,2012-05-09 00:00:04.0,1,e1a1abc51507068,db3d3fe1977a0c5,19e2e,19e2e,edec34b659,70a989da87
sms,25,2012-05-09 00:00:04.0,2,2650fa2785ebeea,7e81fc9259b155e,19e2e,19e2e,37144b64f7,113d5b7f72
sms,0,2012-05-09 00:00:04.0,1,96d87ac025c4a0d,93343ba6e41af95,19e2e,19e2e,62d0341dfd,cb7aa97d53
sms,0,2012-05-09 00:00:04.0,2,5104dd295471e88,aaaf0e4bdec7311,19e2e,19e2e,4e54fdaafd,5eb0d24f19
sms,25,2012-05-09 00:00:04.0,2,83980a5423a9b70,24ca871bb393253,19e2e,19e2e,5418814d36,ff1b78ec81
sms,0,2012-05-09 00:00:04.0,5,82e807fd60f5067,1faa0437265969f,19e2e,19e2e,9cf50c13b7,f24a0f63fa
sms,0,2012-05-09 00:00:04.0,1,f5d26c16899145a,9725d18798c7498,19e2e,19e2e,6495b3599b,ead9f3d03f
sms,0,2012-05-09 00:00:04.0,0,c5e09d80194620c,93343ba6e41af95,19e2e,19e2e,7568c25ea2,87e3a7f64c
sms,0,2012-05-09 00:00:04.0,0,3eeea9390b2f6ac,e97f2f6cb8ff3e0,19e2e,19e2e,99586d686c,012114d799
sms,25,2012-05-09 00:00:04.0,0,4a9b6c0ffa19da5,c8f57606a5413c9,19e2e,19e2e,cd828df0e4,c07a544c63
sms,25,2012-05-09 00:00:04.0,1,3720a776a27096b,50bbf39424c8665,19e2e,19e2e,eb12615903,95796da9aa
sms,0,2012-05-09 00:00:04.0,0,2527979b4f43731,cb73b07f70b8176,19e2e,19e2e,dec5b1f3c4,7c96b03d1a
sms,0,2012-05-09 00:00:04.0,2,c8d0b6f142c9286,6f832037cc34154,19e2e,19e2e,7e9ff300c0,b00aef3193
sms,50,2012-05-09 00:00:04.0,3,f0813479a995489,5f949be55809fb8,19e2e,19e2e,ae405c0033,1e0e1030e2
sms,0,2012-05-09 00:00:04.0,0,d1746e0709878dd,dda86549dd56a5e,19e2e,19e2e,8ab909c82e,5255819549
sms,25,2012-05-09 00:00:04.0,1,f39a18e15b8192a,6f95d67afd49b84,19e2e,19e2e,858a95c5ca,fd14c3c790
sms,25,2012-05-09 00:00:04.0,0,a259b0cc638a478,f3234181d138af4,19e2e,19e2e,fd4cd26aee,f6ae0e2972
sms,25,2012-05-09 00:00:04.0,0,6fe2ed9f11877b9,4d26454ef294b02,19e2e,19e2e,670cacbb4b,07531b72e2
sms,25,2012-05-09 00:00:04.0,0,23f7ff549077033,5e439f8dc04c92f,19e2e,19e2e,fc28d26e2d,70e2654621
sms,25,2012-05-09 00:00:04.0,1,fe193b186522d95,0c3cd579d7f757f,19e2e,19e2e,9879497070,6e87d6cb59
sms,25,2012-05-09 00:00:04.0,3,f0d0525e0c75a38,524b0252189459d,19e2e,19e2e,8e7dd05872,9e9f6abb01
sms,0,2012-05-09 00:00:04.0,2,7b6175e8bf479f4,9d6d11e79bcb90b,19e2e,19e2e,74da439f2c,70a989da87
Voice,48,2012-05-09 00:00:04.0,2,325298c98c6691f,56267f7db7075c6,19e2e,19e2e,2a8c5b9124,1e751d08a4
Voice,2,2012-05-09 00:00:04.0,0,e0a139eb52ad481,4e93361a03da505,19e2e,19e2e,7f516fe61d,e04667f9c7
sms,0,2012-05-09 00:00:04.0,0,ac4e13b8fc207d6,07e9104f6eb77b0,19e2e,19e2e,7e38b2813d,fc7602b020
sms,0,2012-05-09 00:00:04.0,0,20d6a9c04d514fa,b7747a4ab2d8d21,19e2e,19e2e,614cefa84a,e8f72b6ab5
sms,25,2012-05-09 00:00:04.0,4,69e123cf1d63c71,3e5128fe83cd737,19e2e,19e2e,cbae828563,46f254f80c
Voice,46,2012-05-09 00:00:04.0,3,3846223d97c0195,d3c6ad7fc5996c1,19e2e,19e2e,83c10771d1,fe32f3eba7
Voice,0,2012-05-09 00:00:04.0,2,a3261a390e06f6a,ba349ca60e2d4ce,19e2e,19e2e,74da439f2c,70a989da87
Voice,13,2012-05-09 00:00:04.0,2,fffc7416fba430e,7dce28a332cfcc3,19e2e,19e2e,2ef824056f,2617b99f2d
Voice,2,2012-05-09 00:00:04.0,4,9f435e75cb47cb8,c633aad9a2e8478,19e2e,19e2e,746d16590f,041d9f3af5
Voice,58,2012-05-09 00:00:04.0,2,c596fc1b6a77f61,33d5998371795e0,19e2e,19e2e,4261f660ef,69bdfc69fd
Voice,67,2012-05-09 00:00:04.0,0,3cfa0ddd15bb11c,c257541161b0158,19e2e,19e2e,f76d889a00,69bdfc69fd
Voice,21,2012-05-09 00:00:04.0,1,ad9529abc00688c,9edf3c487fdb298,19e2e,19e2e,d250ec4e98,69bdfc69fd
Voice,34,2012-05-09 00:00:04.0,5,2d30c0937b77d86,0b39281b2c3bf0a,19e2e,19e2e,0c33f6b3d2,725002bc43
Voice,14,2012-05-09 00:00:04.0,1,896729ba25bb6cb,cbe07b48e26b307,19e2e,19e2e,92c149d0eb,51d21d438f
Voice,10,2012-05-09 00:00:04.0,2,be743d75be94465,2625a8dba3cd6e2,19e2e,19e2e,5848918db7,5d885a2b8d
Voice,32,2012-05-09 00:00:04.0,5,0f8f55a241e897f,3e716dd9620c5de,19e2e,19e2e,8273179779,1ddea341cd
Voice,110,2012-05-09 00:00:04.0,2,baddcbd92cf1065,05387527d1b2d44,19e2e,19e2e,f6c994077c,211015b14d
Voice,22,2012-05-09 00:00:04.0,2,0a9de2ff03f9f99,41d41e9581298b1,19e2e,19e2e,5098c9e365,75bef3291a
Voice,3,2012-05-09 00:00:04.0,0,9999ad716102bff,86748be4502ba39,19e2e,19e2e,ea63caa914,c1ec9c885f
data,0,2012-05-09 00:00:04.0,_,a790b430fa9e033,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:04.0,_,3d72db793e7c3f2,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:04.0,_,25ff0588c3abd57,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:04.0,_,0f74843df7e6b99,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:04.0,_,cbd9a7a805e5a42,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,11,2012-05-09 00:00:04.0,_,1e271faebb25749,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-09 00:00:05.0,2,21f7f6e498f5aef,2e1394c130b2f86,19e2e,19e2e,577dd249c0,fd14c3c790
sms,0,2012-05-09 00:00:05.0,2,28d83e543f789e8,aaaf0e4bdec7311,19e2e,19e2e,2a8c5b9124,1e751d08a4
sms,0,2012-05-09 00:00:05.0,0,67f893739d9c70d,aaaf0e4bdec7311,19e2e,19e2e,65de46d6fd,11e254d6b7
sms,0,2012-05-09 00:00:05.0,3,f7b2bbad76fce09,7ee54d191243d17,19e2e,19e2e,f7582d4b25,73974f7f81
sms,0,2012-05-09 00:00:05.0,1,42c345753ee0a99,45d901324b92689,19e2e,19e2e,d3877ceeca,8cdff2a0a2
sms,0,2012-05-09 00:00:05.0,0,43fa2da26c1edc1,aaaf0e4bdec7311,19e2e,19e2e,65de46d6fd,11e254d6b7
sms,0,2012-05-09 00:00:05.0,0,38861f517ce824b,93343ba6e41af95,19e2e,19e2e,b42d04b0d7,9ef9616350
sms,0,2012-05-09 00:00:05.0,1,ea1db0192b8bb9f,e8eaeb580cd9b4f,19e2e,19e2e,c2bb42ad2c,585a3bc66c
sms,0,2012-05-09 00:00:05.0,2,d8c581fdacce55d,2e4e27073836f69,19e2e,19e2e,7e9ff300c0,b00aef3193
sms,0,2012-05-09 00:00:05.0,0,d4ebb1d7b3a13b6,97b85edb40614d0,19e2e,19e2e,9e8d9a3b76,35d0e703aa
sms,0,2012-05-09 00:00:05.0,1,fe32bd09423ca60,8ab53962bf8c662,19e2e,19e2e,b7d5388b0c,bfed0deee9
sms,0,2012-05-09 00:00:05.0,1,74a227ee5ff20f4,ea510289e682539,19e2e,19e2e,e5e1285933,e9639876a8
sms,0,2012-05-09 00:00:05.0,1,26bc8c5b935d763,39581da6696820f,19e2e,19e2e,1a7bb35cb9,daa1671776
sms,25,2012-05-09 00:00:05.0,4,50b2a18551e7173,f7797b9a68b5023,19e2e,19e2e,bf65ca9bc0,ba8ce6e4ef
sms,25,2012-05-09 00:00:05.0,4,24190e42d57abe8,4249329591ebf52,19e2e,19e2e,63a351808a,daa1671776
sms,0,2012-05-09 00:00:05.0,1,9412373b93c7d44,15f98761eeec5d1,19e2e,19e2e,9fdd6297cc,644d9f790b
sms,0,2012-05-09 00:00:05.0,0,83df461b919978c,1def3d20358a34e,19e2e,19e2e,7568c25ea2,87e3a7f64c
sms,0,2012-05-09 00:00:05.0,2,8f72b21cdb0c11c,4e85942070f4877,19e2e,19e2e,a7dff74777,b47a998a3e
sms,0,2012-05-09 00:00:05.0,0,01975fa3b4429b3,93343ba6e41af95,19e2e,19e2e,dec5b1f3c4,7c96b03d1a
sms,0,2012-05-09 00:00:05.0,0,e72fc13c3a2edad,5ea70b80e6fc7e5,19e2e,19e2e,803fc75877,d96dcd5475
sms,0,2012-05-09 00:00:05.0,2,c62a0810d2ab88f,93343ba6e41af95,19e2e,19e2e,bc79241116,98c81a2a92
sms,25,2012-05-09 00:00:05.0,0,703f2c27cda014f,58ecd8bb97facce,19e2e,19e2e,7145abb928,1946bb6fbf
sms,1,2012-05-09 00:00:05.0,2,112556580ba33cf,4db7ddd82fca5c9,19e2e,19e2e,fd8b1a4f29,95796da9aa
sms,25,2012-05-09 00:00:05.0,2,9ad842fb0ebcc54,33254e322f3070d,19e2e,19e2e,6bd1f7c8b9,aa42aca73b
sms,25,2012-05-09 00:00:05.0,1,638ead063ca30d7,a72239bc6eaacf9,19e2e,19e2e,be04d38f70,c15166ba4d
sms,0,2012-05-09 00:00:05.0,4,9d039656c4a2936,6731cdbca08b51d,19e2e,19e2e,0dd534792b,49793d0843
sms,0,2012-05-09 00:00:05.0,4,1c98568c6ce32f6,93343ba6e41af95,19e2e,19e2e,6c44427d0d,a26abe7e67
sms,0,2012-05-09 00:00:05.0,1,a0a597384c612d7,790584141f9f463,19e2e,19e2e,dd11e50b5d,1ddea341cd
sms,0,2012-05-09 00:00:05.0,2,aa81e78937595b8,d46fafa84f014f0,19e2e,19e2e,25b28c826b,7ed219f2f7
sms,25,2012-05-09 00:00:05.0,2,96f55e6062ef8fd,079a2382dabf544,19e2e,19e2e,fc91429329,a38efdcc21
sms,25,2012-05-09 00:00:05.0,0,1def3d20358a34e,2656402ca9e2b44,19e2e,19e2e,cc50893153,24ccdda3d5
sms,0,2012-05-09 00:00:05.0,1,80b7c53975308d3,26b1fd16325ef3d,19e2e,19e2e,c52b9b991c,dc22dff37a
sms,0,2012-05-09 00:00:05.0,2,d5d5316f4ec1f8b,e09e736e46c5c3d,19e2e,19e2e,871ed175f0,fe31a370fe
sms,25,2012-05-09 00:00:05.0,0,bd127e521a83f7d,03d8c470f552ac9,19e2e,19e2e,079520927c,bfed0deee9
sms,25,2012-05-09 00:00:05.0,1,ebd6d4a192a8f2d,7cdf884fad3356d,19e2e,19e2e,be04d38f70,c15166ba4d
sms,25,2012-05-09 00:00:05.0,1,7b0f1d72ab82891,1a3c08461824239,19e2e,19e2e,9a729060ef,5562d66a49
sms,25,2012-05-09 00:00:05.0,0,11e0b05ae39c82d,82aa2cd5469e37d,19e2e,19e2e,31a76e82c8,cdf82e4fe3
sms,25,2012-05-09 00:00:05.0,1,8255723c2fcc136,bb0c1e7217a6d42,19e2e,19e2e,0db9714168,ea07812c27
sms,0,2012-05-09 00:00:05.0,0,b29aa87de4a52d3,f91961fb4c59637,19e2e,19e2e,7145abb928,1946bb6fbf
sms,0,2012-05-09 00:00:05.0,5,82e807fd60f5067,1faa0437265969f,19e2e,19e2e,9cf50c13b7,f24a0f63fa
sms,0,2012-05-09 00:00:05.0,0,e64266529858774,2d7b935538a78f1,19e2e,19e2e,e48b86aa11,9bc2aefce3
sms,0,2012-05-09 00:00:05.0,2,0807fa6d2a377fc,18b53d8531d33a7,19e2e,19e2e,32b36c0459,200a092e1c
sms,0,2012-05-09 00:00:05.0,0,b3d0424bb08f793,ba9a129f5a4a895,19e2e,19e2e,63711883f9,62618367e3
sms,0,2012-05-09 00:00:05.0,0,bbe1fe81d0e48d0,d757f606ac1a418,19e2e,19e2e,de92883668,75bef3291a
sms,0,2012-05-09 00:00:05.0,2,3310b5038660ff0,8a1c0aa9c2b0c18,19e2e,19e2e,0bb30f4eb8,7ee1a1444f
sms,0,2012-05-09 00:00:05.0,1,b6eff09422c1450,93343ba6e41af95,19e2e,19e2e,f8f987f764,651c6d67d4
sms,25,2012-05-09 00:00:05.0,2,99c41cc43c4913e,819fc8e9fac230b,19e2e,19e2e,706d8914d0,22389546ec
sms,0,2012-05-09 00:00:05.0,0,f6d10b9af4f5030,aaaf0e4bdec7311,19e2e,19e2e,ace760788b,e4cda74d25
sms,25,2012-05-09 00:00:05.0,2,bc54ed0e9d14f7e,f948e2bca611505,19e2e,19e2e,3e80a033dc,c58b18f1d1
Voice,60,2012-05-09 00:00:05.0,2,44f33c90aa39b11,8afa0d8b53c664c,19e2e,19e2e,9c5f006a36,7de24de80d
Voice,163,2012-05-09 00:00:05.0,4,fb9ae63730b4101,16e4bd051b8562c,19e2e,19e2e,8ecda1b7c9,316869253b
Voice,82,2012-05-09 00:00:05.0,0,22372f22d06526b,0f47e6397d2ec9d,19e2e,19e2e,2e2d102a42,c537983cd8
Voice,0,2012-05-09 00:00:05.0,5,25d4a2827d31ce3,fdb2d96583676b9,19e2e,19e2e,eac021f76d,7430461f18
Voice,54,2012-05-09 00:00:05.0,0,6c47455efa4f42c,9583709696d96e0,19e2e,19e2e,99586d686c,012114d799
Voice,19,2012-05-09 00:00:05.0,4,b628b4e585bd634,7fb9126decb7a83,19e2e,19e2e,a724e4e6d7,76595a1e95
Voice,91,2012-05-09 00:00:05.0,1,df9c771ceeade87,d8c8f0b76f452bc,19e2e,19e2e,d7cb25d4f4,3f037c4bcc
Voice,30,2012-05-09 00:00:05.0,0,95ee79507a85359,daea60af576e40f,19e2e,19e2e,1b835655c4,9e940e38af
data,0,2012-05-09 00:00:05.0,_,9fef00b6a974506,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:05.0,_,21e881e3fa99784,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:05.0,_,de5d33caf07e413,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:05.0,_,c15a54c0f970684,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:05.0,_,01b02d5c340975d,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:05.0,_,f87b56dfb57887f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,1,2012-05-09 00:00:05.0,_,7d30f6a0cfed1b3,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:05.0,_,68f17399d1f7c4e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:05.0,_,9da75ec8426910c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:05.0,_,b00cc40f1396ca8,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:05.0,_,a869ab475ba7098,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,1,2012-05-09 00:00:05.0,_,9bfc62b445e46cd,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:05.0,_,47936de37d8df23,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:05.0,_,a0958bc5dd65339,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,65,2012-05-09 00:00:05.0,4,dd5d6a49100dae6,9843bf26ac705e9,19e2e,19e2e,IudtYoIUjh,IudtYoIUjh
sms,25,2012-05-09 00:00:05.0,4,50b2a18551e7173,f7797b9a68b5023,19e2e,19e2e,bf65ca9bc0,ba8ce6e4ef
data,0,2012-05-09 00:00:05.0,_,de5d33caf07e413,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,25,2012-05-09 00:00:06.0,1,b906b6da9819cf2,67e8bfe81497538,19e2e,19e2e,07ed226112,334fdb9912
sms,25,2012-05-09 00:00:06.0,4,45e6351d5f948ea,b6c7c806137d5b4,19e2e,19e2e,6c44427d0d,a26abe7e67
sms,25,2012-05-09 00:00:06.0,0,ae9994e0262446c,943e7e7f5ca2369,19e2e,19e2e,1e5b71aee6,f307018a36
sms,0,2012-05-09 00:00:06.0,2,b3edfe1b0246ea7,e09e736e46c5c3d,19e2e,19e2e,06cd7ac7ac,e3d153c158
sms,0,2012-05-09 00:00:06.0,1,a701420244c5256,741db17ce224a2f,19e2e,19e2e,0453936d42,b23d0cd21d
sms,0,2012-05-09 00:00:06.0,2,84a85cf3ae10d4b,e09e736e46c5c3d,19e2e,19e2e,706d8914d0,22389546ec
sms,25,2012-05-09 00:00:06.0,0,2c44e7713351ed6,d495e14d7a6a7eb,19e2e,19e2e,e29cad415c,cc8dcf793b
sms,25,2012-05-09 00:00:06.0,1,030e3d3e92e0b4a,53a3c71da5e98d3,19e2e,19e2e,10a1fb550e,62a0065954
sms,25,2012-05-09 00:00:06.0,1,b906b6da9819cf2,67e8bfe81497538,19e2e,19e2e,07ed226112,334fdb9912
sms,0,2012-05-09 00:00:06.0,0,d6f000628f09f03,112bec1ce459ede,19e2e,19e2e,0cdce3d01d,bdeafe55f0
sms,0,2012-05-09 00:00:06.0,0,93da5d56caa6aca,7a7e50a93e78a3e,19e2e,19e2e,2bf510682b,e1629ca4b7
sms,25,2012-05-09 00:00:06.0,1,aae71705732fae4,d9dbdf1b3247a0b,19e2e,19e2e,34f224db6b,4d67cb1e72
sms,25,2012-05-09 00:00:06.0,0,9bda164570fe5d7,fe134c2ad129b50,19e2e,19e2e,0e97d0aacc,322c2ac5dd
sms,25,2012-05-09 00:00:06.0,0,c9fc55d73261caa,ad8cb759c980377,19e2e,19e2e,97250ab702,24859804fd
sms,25,2012-05-09 00:00:06.0,1,a9544c66aff2457,ee0e9fa1467a736,19e2e,19e2e,0b3d50be80,2e335d2f79
sms,25,2012-05-09 00:00:06.0,1,3eed15d9647ead7,a3e7f3892a59c14,19e2e,19e2e,3c9bd2ca37,817fc53cb6
sms,50,2012-05-09 00:00:06.0,1,79bda9366b20d27,9456948446f05cb,19e2e,19e2e,2e93a4410e,521d2ac7b9
sms,25,2012-05-09 00:00:06.0,1,c24727659731c14,7a092946abc7207,19e2e,19e2e,2f0624c6c9,84eb207483
sms,0,2012-05-09 00:00:06.0,3,2b913cf88b8f842,3498531685771d0,19e2e,19e2e,1074ac4397,ad84d6f9fe
sms,0,2012-05-09 00:00:06.0,0,7906e1b84047530,dc39c8ee9a3e53f,19e2e,19e2e,36ada5a624,69d4450ac9
sms,0,2012-05-09 00:00:06.0,0,68ebefa3c134df4,aaaf0e4bdec7311,19e2e,19e2e,e2d927d5aa,f8bec61d7f
sms,0,2012-05-09 00:00:06.0,0,373d8f83abbd75b,93343ba6e41af95,19e2e,19e2e,fc28d26e2d,70e2654621
sms,0,2012-05-09 00:00:06.0,2,858b160fec7d564,aaaf0e4bdec7311,19e2e,19e2e,8c2c6590fb,9e940e38af
sms,0,2012-05-09 00:00:06.0,0,e64266529858774,2d7b935538a78f1,19e2e,19e2e,e48b86aa11,9bc2aefce3
sms,0,2012-05-09 00:00:06.0,2,a4ea4eadf35abcc,c4cb50dc3f36c48,19e2e,19e2e,371b5549d7,79505e1209
sms,25,2012-05-09 00:00:06.0,2,a8f4bbd85c33f2d,c057f86f55ee1d7,19e2e,19e2e,be3c23ac6e,6049499424
sms,0,2012-05-09 00:00:06.0,0,bbc13dd01000675,10a3d48dc899952,19e2e,19e2e,8415b8e237,5639bea67f
sms,0,2012-05-09 00:00:06.0,0,191f8f59d86546c,93343ba6e41af95,19e2e,19e2e,b5e9d7f5d5,1329112141
sms,0,2012-05-09 00:00:06.0,0,272682f97f96215,89a98669d5c5a5a,19e2e,19e2e,14f72fc8bd,ebfc58af70
sms,0,2012-05-09 00:00:06.0,2,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,cc2f786391,cef29910fb
sms,25,2012-05-09 00:00:06.0,3,102885973be696a,e45450b2b24d0f7,19e2e,19e2e,3987fc3ce3,4bf48c62db
sms,25,2012-05-09 00:00:06.0,2,e818cb5495c8052,630beb0cc203424,19e2e,19e2e,4c8309ed11,251112666e
sms,25,2012-05-09 00:00:06.0,1,3076ea4207b36f2,d653cf1545744f5,19e2e,19e2e,ae3c1f202a,92d827bd96
sms,25,2012-05-09 00:00:06.0,0,f2531e51c621e99,9528f98a732beff,19e2e,19e2e,bfb3f52b36,651c6d67d4
sms,25,2012-05-09 00:00:06.0,0,3c347a6df28c811,89c0b9f320730be,19e2e,19e2e,401796e91a,29f55addbe
sms,25,2012-05-09 00:00:06.0,3,93a9946e2e4bc98,37b36b4ea6c20af,19e2e,19e2e,93d38fc386,3ae1708153
Voice,0,2012-05-09 00:00:06.0,1,23ead7df57b86db,c5216a237fcbaea,19e2e,19e2e,771430a49a,0e9ebcb77b
Voice,48,2012-05-09 00:00:06.0,0,437ec1869a2c075,8a2ac117e50c7b4,19e2e,19e2e,74fe8b33ec,6049499424
Voice,80,2012-05-09 00:00:06.0,2,fd678037642c360,ab49815af321a17,19e2e,OTHER,81ba0da66d,683bde9e16
