;VILLES;STATUS;LOCALISATION;DECOUPZONE;ZONENAME;LONGITUDE;LATITUDE;REGION;AREA;CELL_ID;SITE_CODE
462;YOPOUGON;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.09552777777778;5.35211111111111;LAGUNE;ABIDJAN NORTH;8a72772a40;5324bc6c24
463;YOPOUGON;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.09552777777778;5.35211111111111;LAGUNE;ABIDJAN NORTH;206a3629c6;5324bc6c24
464;YOPOUGON;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.09552777777778;5.35211111111111;LAGUNE;ABIDJAN NORTH;9a1deb1ffb;5324bc6c24
465;ANDO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.29545;7.46002222222222;VALLEE DU BANDAMA;CENTRE NORTH;afad413bc9;04bc287a75
466;ANDO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.29545;7.46002222222222;VALLEE DU BANDAMA;CENTRE NORTH;ee9881830b;04bc287a75
467;ANDO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.29545;7.46002222222222;VALLEE DU BANDAMA;CENTRE NORTH;d9c87c9278;04bc287a75
468;ANDOKOKRENOU;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.57819444444444;7.50672222222222;VALLEE DU BANDAMA;CENTRE NORTH;115c66a8f2;322c2ac5dd
469;ANDOKOKRENOU;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.57819444444444;7.50672222222222;VALLEE DU BANDAMA;CENTRE NORTH;9df6227d97;322c2ac5dd
470;ANDOKOKRENOU;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.57819444444444;7.50672222222222;VALLEE DU BANDAMA;CENTRE NORTH;96d7d29541;322c2ac5dd
471;PLATEAU;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-4.01769444444444;5.32186111111111;LAGUNE;ABIDJAN SOUTH;98ac881a5b;ffc9f56819
472;PLATEAU;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-4.01769444444444;5.32186111111111;LAGUNE;ABIDJAN SOUTH;e5029cc30f;ffc9f56819
473;PLATEAU;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-4.01769444444444;5.32186111111111;LAGUNE;ABIDJAN SOUTH;c35c8b0827;ffc9f56819
474;PLATEAU;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-4.01769444444444;5.32186111111111;LAGUNE;ABIDJAN SOUTH;d633d48edb;ffc9f56819
475;PLATEAU;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-4.01769444444444;5.32186111111111;LAGUNE;ABIDJAN SOUTH;d241572ac4;ffc9f56819
476;PLATEAU;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-4.01769444444444;5.32186111111111;LAGUNE;ABIDJAN SOUTH;6413c180d1;ffc9f56819
477;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.98375;5.40463888888889;LAGUNE;ABIDJAN NORTH;76eaf2fac4;533d8c5a35
478;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.98375;5.40463888888889;LAGUNE;ABIDJAN NORTH;6b647949cf;533d8c5a35
479;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.98375;5.40463888888889;LAGUNE;ABIDJAN NORTH;f761a5f5b4;533d8c5a35
480;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.98375;5.40463888888889;LAGUNE;ABIDJAN NORTH;c8f55a6009;533d8c5a35
481;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.98375;5.40463888888889;LAGUNE;ABIDJAN NORTH;5ac34acac3;533d8c5a35
482;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.98375;5.40463888888889;LAGUNE;ABIDJAN NORTH;0b1f088d39;533d8c5a35
483;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.97958333333333;5.40875;LAGUNE;ABIDJAN NORTH;7487d69b7a;ce8b8917ec
484;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.97958333333333;5.40875;LAGUNE;ABIDJAN NORTH;a325469825;ce8b8917ec
485;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.98622222222222;5.39752777777778;LAGUNE;ABIDJAN NORTH;d719379198;0ddd10fe3c
486;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.98622222222222;5.39752777777778;LAGUNE;ABIDJAN NORTH;88c97999b0;0ddd10fe3c
487;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.98622222222222;5.39752777777778;LAGUNE;ABIDJAN NORTH;8307eb3693;0ddd10fe3c
488;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.98622222222222;5.39752777777778;LAGUNE;ABIDJAN NORTH;aa9aae6a93;0ddd10fe3c
489;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.98622222222222;5.39752777777778;LAGUNE;ABIDJAN NORTH;cbeabf6e46;0ddd10fe3c
490;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.98622222222222;5.39752777777778;LAGUNE;ABIDJAN NORTH;e055c4a82e;0ddd10fe3c
491;ANIANSUE;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.6725;6.66161111111111;MOYEN COMOE;EAST;6a63a16ec9;9959ddc39c
492;ANIANSUE;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.6725;6.66161111111111;MOYEN COMOE;EAST;d8b2e1f563;9959ddc39c
493;ANIANSUE;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.6725;6.66161111111111;MOYEN COMOE;EAST;f88c56f9c0;9959ddc39c
494;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.04027777777778;5.43247222222222;LAGUNE;ABIDJAN NORTH;7364307297;397413d8fe
495;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.04027777777778;5.43247222222222;LAGUNE;ABIDJAN NORTH;16f2fc6967;397413d8fe
496;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.03066666666667;5.43133333333333;LAGUNE;ABIDJAN NORTH;67f56e5a5f;ae3e2d2509
497;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.03066666666667;5.43133333333333;LAGUNE;ABIDJAN NORTH;227b29f639;ae3e2d2509
498;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.03066666666667;5.43133333333333;LAGUNE;ABIDJAN NORTH;5b0853f94b;ae3e2d2509
499;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.03066666666667;5.43133333333333;LAGUNE;ABIDJAN NORTH;384073c409;ae3e2d2509
500;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.03066666666667;5.43133333333333;LAGUNE;ABIDJAN NORTH;c7fee34f5b;ae3e2d2509
501;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.03066666666667;5.43133333333333;LAGUNE;ABIDJAN NORTH;2582691c55;ae3e2d2509
502;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.04750833333333;5.436;LAGUNE;ABIDJAN NORTH;bb487a7bb5;e311aaa6fc
503;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.04750833333333;5.436;LAGUNE;ABIDJAN NORTH;eb6d280ba2;e311aaa6fc
504;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.04750833333333;5.436;LAGUNE;ABIDJAN NORTH;d042f1b0d1;e311aaa6fc
505;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.96991666666667;5.34522222222222;LAGUNE;ABIDJAN NORTH;ac84c640cf;d29252461f
506;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.96991666666667;5.34522222222222;LAGUNE;ABIDJAN NORTH;b14ab5eb4c;d29252461f
507;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.96991666666667;5.34522222222222;LAGUNE;ABIDJAN NORTH;f32bd279a3;d29252461f
508;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.96991666666667;5.34522222222222;LAGUNE;ABIDJAN NORTH;0c907ead41;d29252461f
509;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.96991666666667;5.34522222222222;LAGUNE;ABIDJAN NORTH;ceeadd1067;d29252461f
510;ANOUMABA;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-4.52330555555556;6.32352777777778;AGNEBY;EAST;908e5fb3fa;491362044f
511;ANOUMABA;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-4.52330555555556;6.32352777777778;AGNEBY;EAST;b7f1bcd83d;491362044f
512;ANOUMABA;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-4.52330555555556;6.32352777777778;AGNEBY;EAST;47a797e208;491362044f
513;MARCORY;In Service;ABIDJAN;Abidjan_SUD;ZONE D - Abidjan_SUD;-3.96022222222222;5.30891666666667;LAGUNE;ABIDJAN SOUTH;0f187864ba;bfed0deee9
514;MARCORY;In Service;ABIDJAN;Abidjan_SUD;ZONE D - Abidjan_SUD;-3.96022222222222;5.30891666666667;LAGUNE;ABIDJAN SOUTH;30a4a4b2f1;bfed0deee9
515;MARCORY;In Service;ABIDJAN;Abidjan_SUD;ZONE D - Abidjan_SUD;-3.96022222222222;5.30891666666667;LAGUNE;ABIDJAN SOUTH;f7ca959142;bfed0deee9
516;MARCORY;In Service;ABIDJAN;Abidjan_SUD;ZONE D - Abidjan_SUD;-3.96022222222222;5.30891666666667;LAGUNE;ABIDJAN SOUTH;687910b18e;bfed0deee9
517;MARCORY;In Service;ABIDJAN;Abidjan_SUD;ZONE D - Abidjan_SUD;-3.96022222222222;5.30891666666667;LAGUNE;ABIDJAN SOUTH;ec335129f7;bfed0deee9
518;MARCORY;In Service;ABIDJAN;Abidjan_SUD;ZONE D - Abidjan_SUD;-3.96022222222222;5.30891666666667;LAGUNE;ABIDJAN SOUTH;77ef2b6db2;bfed0deee9
519;MARCORY;In Service;ABIDJAN;Abidjan_SUD;ZONE D - Abidjan_SUD;-3.97736111111111;5.31111111111111;LAGUNE;ABIDJAN SOUTH;bcc4044e16;036dbd5fb8
520;MARCORY;In Service;ABIDJAN;Abidjan_SUD;ZONE D - Abidjan_SUD;-3.97736111111111;5.31111111111111;LAGUNE;ABIDJAN SOUTH;0883c15061;036dbd5fb8
521;MARCORY;In Service;ABIDJAN;Abidjan_SUD;ZONE D - Abidjan_SUD;-3.97736111111111;5.31111111111111;LAGUNE;ABIDJAN SOUTH;b4bdd572fa;036dbd5fb8
522;MARCORY;In Service;ABIDJAN;Abidjan_EST;ZONE D - Abidjan_EST;-3.97166666666667;5.30983333333333;LAGUNE;ABIDJAN SOUTH;8f8359dcab;bd13e1597d
523;MARCORY;In Service;ABIDJAN;Abidjan_EST;ZONE D - Abidjan_EST;-3.97166666666667;5.30983333333333;LAGUNE;ABIDJAN SOUTH;60b80a9f63;bd13e1597d
524;MARCORY;In Service;ABIDJAN;Abidjan_EST;ZONE D - Abidjan_EST;-3.97166666666667;5.30983333333333;LAGUNE;ABIDJAN SOUTH;cdeb6e740c;bd13e1597d
525;MARCORY;In Service;ABIDJAN;Abidjan_EST;ZONE D - Abidjan_EST;-3.97166666666667;5.30983333333333;LAGUNE;ABIDJAN SOUTH;66836f6751;bd13e1597d
526;MARCORY;In Service;ABIDJAN;Abidjan_EST;ZONE D - Abidjan_EST;-3.97166666666667;5.30983333333333;LAGUNE;ABIDJAN SOUTH;29326c0063;bd13e1597d
527;MARCORY;In Service;ABIDJAN;Abidjan_EST;ZONE D - Abidjan_EST;-3.97166666666667;5.30983333333333;LAGUNE;ABIDJAN SOUTH;fa3561e4b0;bd13e1597d
528;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.05733055555556;5.48881111111111;LAGUNE;ABIDJAN NORTH;7e07637a2c;6d945d687d
529;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.05733055555556;5.48881111111111;LAGUNE;ABIDJAN NORTH;c29fc2dda3;6d945d687d
530;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.05733055555556;5.48881111111111;LAGUNE;ABIDJAN NORTH;667fbd4f00;6d945d687d
531;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.06283333333333;5.49833333333333;LAGUNE;ABIDJAN NORTH;7603829efb;8ab136750b
532;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.06283333333333;5.49833333333333;LAGUNE;ABIDJAN NORTH;a19ae3b62d;8ab136750b
533;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.06283333333333;5.49833333333333;LAGUNE;ABIDJAN NORTH;53548e1bc6;8ab136750b
534;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.05472222222222;5.475;LAGUNE;ABIDJAN NORTH;77832303a3;fb480113cd
535;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.05472222222222;5.475;LAGUNE;ABIDJAN NORTH;5e88b6d935;fb480113cd
536;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.05472222222222;5.475;LAGUNE;ABIDJAN NORTH;283808bf1a;fb480113cd
537;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.05472222222222;5.475;LAGUNE;ABIDJAN NORTH;1d75f003f6;fb480113cd
538;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.05472222222222;5.475;LAGUNE;ABIDJAN NORTH;87e1c136cb;fb480113cd
539;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.05472222222222;5.475;LAGUNE;ABIDJAN NORTH;3d0ba8ae03;fb480113cd
540;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.0425;5.4785;LAGUNE;ABIDJAN NORTH;7494a16f78;2825b16be5
541;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.0425;5.4785;LAGUNE;ABIDJAN NORTH;256a8b6217;2825b16be5
542;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.0425;5.4785;LAGUNE;ABIDJAN NORTH;a04035cc93;2825b16be5
543;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.0425;5.4785;LAGUNE;ABIDJAN NORTH;aa6bbbba94;2825b16be5
544;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.0425;5.4785;LAGUNE;ABIDJAN NORTH;d808f707f8;2825b16be5
545;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.0425;5.4785;LAGUNE;ABIDJAN NORTH;130862a22d;2825b16be5
546;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.04980555555556;5.498;LAGUNE;ABIDJAN NORTH;a777634f92;58c9a7d6e4
547;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.04980555555556;5.498;LAGUNE;ABIDJAN NORTH;16846bdd55;58c9a7d6e4
548;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.04980555555556;5.498;LAGUNE;ABIDJAN NORTH;62a0a39707;58c9a7d6e4
549;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.04980555555556;5.498;LAGUNE;ABIDJAN NORTH;60a91e83f5;58c9a7d6e4
550;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.04980555555556;5.498;LAGUNE;ABIDJAN NORTH;b9ce5ca398;58c9a7d6e4
551;ANYAMA;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.04980555555556;5.498;LAGUNE;ABIDJAN NORTH;ef50454f70;58c9a7d6e4
552;AOUNIANFOUTOU;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.31902777777778;7.68705555555556;VALLEE DU BANDAMA;CENTRE NORTH;caabc7ddc5;e1498e9654
553;AOUNIANFOUTOU;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.31902777777778;7.68705555555556;VALLEE DU BANDAMA;CENTRE NORTH;ae51bf107f;e1498e9654
554;AOUNIANFOUTOU;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.31902777777778;7.68705555555556;VALLEE DU BANDAMA;CENTRE NORTH;835847522a;e1498e9654
555;APPOISSO;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.42288888888889;6.549;MOYEN COMOE;EAST;c90aa7c9df;71f9dc7d0d
556;APPOISSO;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.42288888888889;6.549;MOYEN COMOE;EAST;cd330ef922;71f9dc7d0d
557;APPOISSO;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.42288888888889;6.549;MOYEN COMOE;EAST;b107e0ee5e;71f9dc7d0d
558;ARRAH;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.94879722222222;6.65400833333333;NZI COMOE;EAST;2492a0aff9;3772ce7256
559;ARRAH;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.94879722222222;6.65400833333333;NZI COMOE;EAST;bf1c5bc67b;3772ce7256
560;ARRAH;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.94879722222222;6.65400833333333;NZI COMOE;EAST;d60746ed83;3772ce7256
561;ASSIKOI;In Service;INTERIEUR;Grand-EST;ZONE B - Grand-EST;-3.80933333333333;5.99333333333333;AGNEBY;EAST;21447be1e8;f143bec3ce
562;ASSIKOI;In Service;INTERIEUR;Grand-EST;ZONE B - Grand-EST;-3.80933333333333;5.99333333333333;AGNEBY;EAST;e2a2bfc671;f143bec3ce
563;ASSIKOI;In Service;INTERIEUR;Grand-EST;ZONE B - Grand-EST;-3.80933333333333;5.99333333333333;AGNEBY;EAST;2902d7ce23;f143bec3ce
564;ASSINIE;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.46255;5.15975;SUD COMOE;ABIDJAN SOUTH;f91ed8d2e9;aa42aca73b
565;ASSINIE;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.46255;5.15975;SUD COMOE;ABIDJAN SOUTH;464083a6c2;aa42aca73b
566;ASSINIE;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.46255;5.15975;SUD COMOE;ABIDJAN SOUTH;affe00c828;aa42aca73b
567;ASSINIE;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.43517777777778;5.16260833333333;SUD COMOE;ABIDJAN SOUTH;c635770f07;99799aca95
568;ASSINIE;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.43517777777778;5.16260833333333;SUD COMOE;ABIDJAN SOUTH;97588e842a;99799aca95
569;ASSINIE;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.43517777777778;5.16260833333333;SUD COMOE;ABIDJAN SOUTH;c5efdfc6b9;99799aca95
570;ASSINIE;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.28941666666667;5.13788888888889;SUD COMOE;ABIDJAN SOUTH;c1ec9c885f;969c39ae2d
571;ASSINIE;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.28941666666667;5.13788888888889;SUD COMOE;ABIDJAN SOUTH;e7f9159de4;969c39ae2d
572;ASSINIE;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.28941666666667;5.13788888888889;SUD COMOE;ABIDJAN SOUTH;c88222e249;969c39ae2d
573;BONGOUANOU;;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.48846666666667;5.15876111111111;SUD COMOE;ABIDJAN SOUTH;6750e0fb7b;20387d4292
574;BONGOUANOU;;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.48846666666667;5.15876111111111;SUD COMOE;ABIDJAN SOUTH;6750e0fb7b;20387d4292
575;BONGOUANOU;;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.48846666666667;5.15876111111111;SUD COMOE;ABIDJAN SOUTH;6750e0fb7b;20387d4292
576;ASSUEFRY;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-2.9725;7.70686111111111;ZANZAN;EAST;d7e458b099;4757ea44db
577;ASSUEFRY;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-2.9725;7.70686111111111;ZANZAN;EAST;765dd6e44f;4757ea44db
578;ASSUEFRY;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-2.9725;7.70686111111111;ZANZAN;EAST;7d4102f7e0;4757ea44db
579;PLATEAU;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-4.01716666666667;5.31602777777778;LAGUNE;ABIDJAN SOUTH;c75efa565e;4ff1173a77
580;PLATEAU;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-4.01716666666667;5.31602777777778;LAGUNE;ABIDJAN SOUTH;edc75ba2e4;4ff1173a77
581;PLATEAU;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-4.01716666666667;5.31602777777778;LAGUNE;ABIDJAN SOUTH;c4627aba76;4ff1173a77
582;PLATEAU;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-4.01716666666667;5.31602777777778;LAGUNE;ABIDJAN SOUTH;fd91d37f46;4ff1173a77
583;PLATEAU;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-4.01716666666667;5.31602777777778;LAGUNE;ABIDJAN SOUTH;2527117b8a;4ff1173a77
584;PLATEAU;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-4.01716666666667;5.31602777777778;LAGUNE;ABIDJAN SOUTH;1b5c412661;4ff1173a77
585;ATTECOUBE;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.04666666666667;5.35619444444444;LAGUNE;ABIDJAN NORTH;047781b57b;f11e961893
586;ATTECOUBE;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.04666666666667;5.35619444444444;LAGUNE;ABIDJAN NORTH;cf2c130565;f11e961893
587;ATTECOUBE;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.04666666666667;5.35619444444444;LAGUNE;ABIDJAN NORTH;d388ad639f;f11e961893
588;ATTECOUBE;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.04666666666667;5.35619444444444;LAGUNE;ABIDJAN NORTH;a5133f69bc;f11e961893
589;ATTECOUBE;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.04666666666667;5.35619444444444;LAGUNE;ABIDJAN NORTH;9022b758c1;f11e961893
590;ATTECOUBE;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.04666666666667;5.35619444444444;LAGUNE;ABIDJAN NORTH;7b1d36c6dd;f11e961893
591;ATTECOUBE;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.03791666666667;5.34602777777778;LAGUNE;ABIDJAN NORTH;840e19cc6b;d100db0842
592;ATTECOUBE;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.03791666666667;5.34602777777778;LAGUNE;ABIDJAN NORTH;135e9d9951;d100db0842
593;ATTECOUBE;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.03791666666667;5.34602777777778;LAGUNE;ABIDJAN NORTH;058f832c94;d100db0842
594;ATTIGUEHI;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-4.55563888888889;6.06622222222222;AGNEBY;EAST;8fbe1c6346;d46985c381
595;ATTIGUEHI;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-4.55563888888889;6.06622222222222;AGNEBY;EAST;d39969d5cb;d46985c381
596;ATTIGUEHI;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-4.55563888888889;6.06622222222222;AGNEBY;EAST;5d7be9ec6f;d46985c381
597;ATTINGUIE;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-4.18411111111111;5.45902777777778;LAGUNE;ABIDJAN NORTH;397413d8fe;9bd64a932f
598;ATTINGUIE;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-4.18411111111111;5.45902777777778;LAGUNE;ABIDJAN NORTH;d29252461f;9bd64a932f
599;ATTINGUIE;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-4.18411111111111;5.45902777777778;LAGUNE;ABIDJAN NORTH;bd13e1597d;9bd64a932f
600;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.97975;5.36730555555556;LAGUNE;ABIDJAN NORTH;41b4390cd0;fe31a370fe
601;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.97975;5.36730555555556;LAGUNE;ABIDJAN NORTH;e8ccfe0edf;fe31a370fe
602;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.97975;5.36730555555556;LAGUNE;ABIDJAN NORTH;672a3337b3;fe31a370fe
603;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.97975;5.36730555555556;LAGUNE;ABIDJAN NORTH;b087ad92ee;fe31a370fe
604;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.97975;5.36730555555556;LAGUNE;ABIDJAN NORTH;d99cb87439;fe31a370fe
605;COCODY;In Service;ABIDJAN;Abidjan_EST;ZONE B - Abidjan_EST;-3.97975;5.36730555555556;LAGUNE;ABIDJAN NORTH;31e0fbe55a;fe31a370fe
606;ATTROBROU;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-4.05438888888889;6.09061111111111;AGNEBY;EAST;4e87f6845d;4e76973e5a
607;ATTROBROU;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-4.05438888888889;6.09061111111111;AGNEBY;EAST;24cba9660b;4e76973e5a
